,EOD_Code,EOD_Exchange,EOD_Name,EOD_Type,EOD_Country,EOD_Currency,EOD_ISIN,EOD_previousClose,EOD_previousCloseDate,Origin_Stock,Origin_Name,Origin_Country,list_isin_2,country_by_isin
1393,BHAGERIA,NSE,Bhageria Industries Limited,Common Stock,India,INR,INE354C01027,166.95,2022-08-03,BHAGERIA,BHAGERIA INDUSTRIES LTD,India,IN,India
1394,BHAGYANGR,NSE,Bhagyanagar India Limited,Common Stock,India,INR,INE458B01036,44.65,2022-08-03,BHAGYANGR,BHAGYANAGAR INDIA LTD,India,IN,India
1395,BHANDARI,NSE,Bhandari Hosiery Exports Limited,Common Stock,India,INR,INE474E01029,6.05,2022-08-03,BHANDARI,BHANDARI HOSIERY EXPORTS,India,IN,India
1396,BBL,NSE,Bharat Bijlee Limited,Common Stock,India,INR,INE464A01028,1709.55,2022-08-03,BBL,BHARAT BIJLEE LIMITED,India,IN,India
1397,BBL,BSE,BHARAT BIJLEE LTD.-$,Common Stock,India,INR,INE464A01028,1708.45,2022-08-03,BBL,BHARAT BIJLEE LIMITED,India,IN,India
1398,BDL,NSE,Bharat Dynamics Limited,Common Stock,India,INR,INE171Z01018,851.5,2022-08-03,BDL,BHARAT DYNAMICS LTD,India,IN,India
1399,BDL,BSE,Bharat Dynamics Ltd,Common Stock,India,INR,INE171Z01018,851.15,2022-08-03,BDL,BHARAT DYNAMICS LTD,India,IN,India
1400,BEL,NSE,Bharat Electronics Limited,Common Stock,India,INR,INE263A01024,276.85,2022-08-03,BEL,BHARAT ELECTRONICS LTD,India,IN,India
1401,BEL,BSE,BHARAT ELECTRONICS LTD.,Common Stock,India,INR,INE263A01024,276.7,2022-08-03,BEL,BHARAT ELECTRONICS LTD,India,IN,India
1402,BHEL,NSE,Bharat Heavy Electricals Limited,Common Stock,India,INR,INE257A01026,53.2,2022-08-03,BHEL,BHARAT HEAVY ELECTRICALS,India,IN,India
1403,BHEL,BSE,BHARAT HEAVY ELECTRICALS LTD.,Common Stock,India,INR,INE257A01026,53.2,2022-08-03,BHEL,BHARAT HEAVY ELECTRICALS,India,IN,India
1404,BPCL,NSE,Bharat Petroleum Corporation Limited,Common Stock,India,INR,INE029A01011,333.9,2022-08-03,BPCL,BHARAT PETROLEUM CORP LTD,India,IN,India
1405,BPCL,BSE,BHARAT PETROLEUM CORPORATION LTD.,Common Stock,India,INR,INE029A01011,334.0,2022-08-03,BPCL,BHARAT PETROLEUM CORP LTD,India,IN,India
1406,BHARATRAS,NSE,Bharat Rasayan Limited,Common Stock,India,INR,INE838B01013,11787.9,2022-08-03,BHARATRAS,BHARAT RASAYAN LIMITED,India,IN,India
1407,BHARATRAS,BSE,BHARAT RASAYAN LTD.,Common Stock,India,INR,INE838B01013,11769.0996,2022-08-03,BHARATRAS,BHARAT RASAYAN LIMITED,India,IN,India
1408,BGLOBAL,NSE,Bharatiya Global Infomedia Limited,Common Stock,India,INR,INE224M01013,2.8,2022-08-02,BGLOBAL,BHARATIYA GLOBAL INFOMEDIA L,India,IN,India
1409,BGLOBAL,BSE,BHARATIYA GLOBAL INFOMEDIA LTD.,Common Stock,India,INR,INE224M01013,2.95,2022-08-01,BGLOBAL,BHARATIYA GLOBAL INFOMEDIA L,India,IN,India
1410,BIL,NSE,Bhartiya International Limited,Common Stock,India,INR,INE828A01016,205.65,2022-08-03,BIL,BHARTIYA INTERNATIONAL LTD,India,IN,India
1411,BIL,BSE,BHARTIYA INTERNATIONAL LTD.,Common Stock,India,INR,INE828A01016,203.1,2022-08-03,BIL,BHARTIYA INTERNATIONAL LTD,India,IN,India
1412,BHG,ST,BHG Group AB (publ),Common Stock,Sweden,SEK,SE0010948588,33,2022-08-03,BHG,BHG GROUP AB,Sweden,SE,Sweden
1413,BTTL,BSE,BHILWARA TECHNICAL TEXTILES LTD.,Common Stock,India,INR,INE274K01012,17.15,2022-08-03,BTTL,BHILWARA TECHNICAL TEXTILES,,IN,India
1414,3048,TSE,BIC Camera Inc,Common Stock,Japan,JPY,JP3800390001,1143,2022-08-04,3048,BIC CAMERA INC.,Japan,JP,Japan
1415,BIDS,LSE,Bidstack Group PLC,Common Stock,UK,GBX,GB00BZ7M6059,3.25,2022-08-03,BIDS,BIDSTACK GROUP PLC,United Kingdom,GB,UK
1416,BDVSY,US,Bidvest Group Ltd PK,Common Stock,USA,USD,US0888363092,25.165,2022-08-03,BDVSY,BIDVEST GROUP LTD-SPONS ADR,United States of America,US,USA
1417,BIFF,LSE,Biffa PLC,Common Stock,UK,GBX,GB00BD8DR117,401,2022-08-03,BIFF,BIFFA PLC,United Kingdom,GB,UK
1418,BBUCQ,US,Big Buck Brewery & Steakhouse Inc,Common Stock,USA,USD,US0890723002,0.056,2022-08-03,BBUCQ,BIG BUCK BREWERY & STEAKHOUS,United States of America,US,USA
1419,BIG,US,Big Lots Inc,Common Stock,USA,USD,US0893021032,21.06,2022-08-03,BIG,BIG LOTS INC,United States of America,US,USA
1420,PRM,TO,Big Pharma Split Corp Class A,Common Stock,Canada,CAD,CA08934P1080,14.45,2022-08-03,PRM,BIG PHARMA SPLIT CORP,Canada,CA,Canada
1421,BRI,AU,Big River Industries Ltd,Common Stock,Australia,AUD,AU000000BRI8,2,2022-08-04,BRI,BIG RIVER INDUSTRIES LTD,Australia,AU,Australia
1422,BSEG,US,Big Screen Entertainment Group Inc,Common Stock,USA,USD,US08953T1060,0.04,2022-08-03,BSEG,BIG SCREEN ENTERTAINMENT GRO,United States of America,US,USA
1423,BIGG,US,Big Tree Group Inc,Common Stock,USA,USD,US0896951003,0.0002,2022-08-02,BIGG,BIG TREE GROUP INC,,US,USA
1424,BYG,LSE,Big Yellow Group PLC,Common Stock,UK,GBX,GB0002869419,1383.0,2022-08-03,BYG,BIG YELLOW GROUP PLC,United Kingdom,GB,UK
1425,BIGBLOC,NSE,Bigbloc Construction Limited,Common Stock,India,INR,INE412U01025,120.3,2022-08-03,BIGBLOC,BIGBLOC CONSTRUCTION LTD,India,IN,India
1426,BIGBLOC,BSE,Bigbloc Construction Ltd,Common Stock,India,INR,INE412U01025,120.15,2022-08-03,BIGBLOC,BIGBLOC CONSTRUCTION LTD,India,IN,India
1427,BBB,LSE,Bigblu Broadband PLC,Common Stock,UK,GBX,GB00BD5JMP10,62,2022-08-03,BBB,BIGBLU BROADBAND PLC,United Kingdom,GB,UK
1428,BH,US,Biglari Holdings Inc,Common Stock,USA,USD,US08986R3093,121.27,2022-08-03,BH,BIGLARI HOLDINGS INC-B,United States of America,US,USA
1429,BTH,AU,Bigtincan Holdings Ltd,Common Stock,Australia,AUD,AU000000BTH6,0.705,2022-08-04,BTH,BIGTINCAN HOLDINGS LTD,Australia,AU,Australia
1430,3377,TSE,Bike O & Co Ltd,Common Stock,Japan,JPY,JP3101150005,1241,2022-08-04,3377,BIKE O & CO LTD,Japan,JP,Japan
1431,9791,TSE,Biken Techno Corp,Common Stock,Japan,JPY,JP3800000006,929,2022-08-03,9791,BIKEN TECHNO CORP,Japan,JP,Japan
1432,BILENERGY,NSE,Bil Energy Systems Limited,Common Stock,India,INR,INE607L01029,0.6,2022-08-02,BILENERGY,BIL ENERGY SYSTEMS LTD,India,IN,India
1433,BILI,US,Bilibili Inc,Common Stock,USA,USD,US0900401060,24.4,2022-08-03,BILI,BILIBILI INC-SPONSORED ADR,United States of America,US,USA
1434,3623,TSE,Billing System Corp,Common Stock,Japan,JPY,JP3800490009,925,2022-08-04,3623,BILLING SYSTEM CORP,Japan,JP,Japan
1435,BLMC,US,Biloxi Marsh Lands Corp,Common Stock,USA,USD,US0902031006,3.5,2022-08-03,BLMC,BILOXI MARSH LANDS CORP,United States of America,US,USA
1436,BMNM,US,Bimini Capital Management Inc,Common Stock,USA,USD,US0903194019,1.57,2022-08-03,BMNM,BIMINI CAPITAL MANAGEMENT-A,United States of America,US,USA
1437,BINERO,ST,Binero Group AB,Common Stock,Sweden,SEK,SE0005249570,3.6,2022-08-03,BINERO,BINERO GROUP AB,Sweden,SE,Sweden
1438,8220,HK,Bingo Group Holdings Ltd,Common Stock,Hong Kong,HKD,KYG1116Y1567,0.24,2022-08-04,8220,BINGO GROUP HOLDINGS LTD,Hong Kong,KY,Hong Kong
1439,2886,HK,Binhai Investment Co Ltd,Common Stock,Hong Kong,HKD,BMG1118Y1214,1.6,2022-08-04,2886,BINHAI INVESTMENT COMPANY LT,Hong Kong,BM,USA
1440,BKYI,US,BIO-Key International Inc,Common Stock,USA,USD,US09060C4087,2,2022-08-03,BKYI,BIO-KEY INTERNATIONAL INC,United States of America,US,USA
1441,BIO,US,Bio-Rad Laboratories Inc,Common Stock,USA,USD,US0905722072,548.55,2022-08-03,BIO,BIO-RAD LABORATORIES-A,Germany,US,USA
1442,TECH,US,Bio-Techne Corp,Common Stock,USA,USD,US09073M1045,391.85,2022-08-03,TECH,BIO-TECHNE CORP,United States of America,US,USA
1443,BDPT,US,BioAdaptives Inc,Common Stock,USA,USD,US09072U1079,0.003,2022-08-03,BDPT,BIOADAPTIVES INC,United States of America,US,USA
1444,BTI,V,biOasis Technologies Inc,Common Stock,Canada,CAD,CA09064N1033,0.13,2022-08-03,BTI,BIOASIS TECHNOLOGIES INC,Canada,CA,Canada
1445,BCDA,US,Biocardia Inc,Common Stock,USA,USD,US09060U5074,1.36,2022-08-03,BCDA,BIOCARDIA INC,United States of America,US,USA
1446,BIOC,US,Biocept Inc,Common Stock,USA,USD,US09072V5012,1,2022-08-03,BIOC,BIOCEPT INC,United States of America,US,USA
1447,BIOX,US,Bioceres Crop Solutions Corp,Common Stock,USA,USD,KYG1117K1141,11.17,2022-08-03,BIOX,BIOCERES CROP SOLUTIONS CORP,United States of America,KY,Hong Kong
1448,BIOCON,NSE,Biocon Limited,Common Stock,India,INR,INE376G01013,308.4,2022-08-03,BIOCON,BIOCON LTD,India,IN,India
1449,BIOCON,BSE,BIOCON LTD.,Common Stock,India,INR,INE376G01013,308.45,2022-08-03,BIOCON,BIOCON LTD,India,IN,India
1450,BICX,US,BioCorRx Inc,Common Stock,USA,USD,US09073C2052,2.33,2022-08-02,BICX,BIOCORRX INC,United States of America,US,USA
1451,BCRX,US,BioCryst Pharmaceuticals Inc,Common Stock,USA,USD,US09058V1035,11.15,2022-08-03,BCRX,BIOCRYST PHARMACEUTICALS INC,Mexico,US,USA
1452,BIEL,US,Bioelectronics Corp,Common Stock,USA,USD,US09062H1086,0.0009,2022-08-03,BIEL,BIOELECTRONICS CORP,United States of America,US,USA
1453,BIIB,US,Biogen Inc,Common Stock,USA,USD,US09062X1037,213.6,2022-08-03,BIIB,BIOGEN INC,Germany,US,USA
1454,BLGO,US,BioLargo Inc,Common Stock,USA,USD,US09065A1007,0.1895,2022-08-03,BLGO,BIOLARGO INC,United States of America,US,USA
1455,BIOL,US,BIOLASE Inc,Common Stock,USA,USD,US0909114052,4.74,2022-08-03,BIOL,BIOLASE INC,United States of America,US,USA
1456,BLFS,US,BioLife Solutions Inc,Common Stock,USA,USD,US09062W2044,20.46,2022-08-03,BLFS,BIOLIFE SOLUTIONS INC,United States of America,US,USA
1457,BOLT,TA,BioLight Life Sciences Ltd,Common Stock,Israel,ILA,IL0010952237,950.5,2022-08-03,BOLT,BIOLIGHT LIFE SCIENCES LTD,Israel,IL,Israel
1458,BLRX,TA,BioLine RX Ltd,Common Stock,Israel,ILA,IL0011015182,31.8,2022-08-03,BLRX,BIOLINERX LTD,Israel,IL,Israel
1459,BMGP,US,Biomagnetics Diagnos,Common Stock,USA,USD,US09062Q1085,0.0001,2022-08-02,BMGP,BIOMAGNETICS DIAGNOSTICS COR,United States of America,US,USA
1460,BMRN,US,Biomarin Pharmaceutical Inc,Common Stock,USA,USD,US09061G1013,88.4,2022-08-03,BMRN,BIOMARIN PHARMACEUTICAL INC,Mexico,US,USA
1461,BMSPF,US,Biomass Secure Power Inc,Common Stock,USA,USD,CA09070Y1016,0.0022,2022-08-02,BMSPF,BIOMASS SECURE POWER INC,United States of America,CA,Canada
1462,BIOM,LSE,Biome Technologies Plc,Common Stock,UK,GBX,GB00B9Z1M820,150,2022-08-03,BIOM,BIOME TECHNOLOGIES PLC,United Kingdom,GB,UK
1463,BMRA,US,Biomerica Inc,Common Stock,USA,USD,US09061H3075,2.91,2022-08-03,BMRA,BIOMERICA INC,United States of America,US,USA
1464,BIM,PA,Biomerieux SA,Common Stock,France,EUR,FR0013280286,105.8,2022-08-03,BIM,BIOMERIEUX,France,FR,France
1465,BNGO,US,Bionano Genomics Inc,Common Stock,USA,USD,US09075F1075,2.26,2022-08-03,BNGO,BIONANO GENOMICS INC,United States of America,US,USA
1466,BVXV,US,BiondVax Pharmaceuticals Ltd ADR,Common Stock,USA,USD,US09073Q1058,1.19,2022-08-03,BVXV,BIONDVAX PHARMACEUTICALS-ADR,United States of America,US,USA
1467,BGA,V,BioNeutra Global Corp,Common Stock,Canada,CAD,CA09073L1067,0.07,2022-08-02,BGA,BIONEUTRA GLOBAL CORP,Canada,CA,Canada
1468,BNKL,US,Bionik Laboratories Corp,Common Stock,USA,USD,US09074A2087,0.6,2022-08-03,BNKL,BIONIK LABORATORIES CORP,United States of America,US,USA
1469,BIONQ,US,BioNitrogen Holdings Corp,Common Stock,USA,USD,US09072R1041,0,2022-08-02,BIONQ,BIONITROGEN HOLDINGS CORP,United States of America,US,USA
1470,BPCR,LSE,BioPharma Credit PLC,Common Stock,UK,USD,GB00BDGKMY29,0.96,2022-08-03,BPCR,BIOPHARMA CREDIT PLC,,GB,UK
1471,BOPO,US,Biopower Operations Corp,Common Stock,USA,USD,US09072L2060,0.1999,2022-08-03,BOPO,BIOPOWER OPERATIONS CORP,United States of America,US,USA
1472,BIOQ,US,Bioqual Inc,Common Stock,USA,USD,US09065J1016,70.01,2022-08-03,BIOQ,BIOQUAL INC,United States of America,US,USA
1473,BRM,V,Biorem Inc,Common Stock,Canada,CAD,CA09068G1046,0.78,2022-08-03,BRM,BIOREM INC .,Canada,CA,Canada
1474,BSGM,US,Biosig Technologies Inc,Common Stock,USA,USD,US09073N2018,0.6032,2022-08-03,BSGM,BIOSIG TECHNOLOGIES INC,United States of America,US,USA
1475,BSTG,US,Biostage Inc,Common Stock,USA,USD,US09074M2026,5.4,2022-08-03,BSTG,BIOSTAGE INC,United States of America,US,USA
1476,BSPM,US,Biostar Pharmaceuticals Inc,Common Stock,USA,USD,US0906783016,0.0001,2022-08-02,BSPM,BIOSTAR PHARMACEUTICALS INC,United States of America,US,USA
1477,BSEM,US,Biostem Technologies Inc,Common Stock,USA,USD,US0906842002,2.7,2022-08-03,BSEM,BIOSTEM TECHNOLOGIES INC,United States of America,US,USA
1478,RX,V,Biosyent Inc.,Common Stock,Canada,CAD,CA0906901081,7.97,2022-08-03,RX,BIOSYENT INC.,Canada,CA,Canada
1479,BIOG,LSE,The Biotech Growth Trust PLC,Common Stock,UK,GBX,GB0000385517,866,2022-08-03,BIOG,BIOTECH GROWTH TRUST PLC/THE,United Kingdom,GB,UK
1480,BTCY,US,Biotricity Inc,Common Stock,USA,USD,US09074H1041,1.22,2022-08-03,BTCY,BIOTRICITY INC,United States of America,US,USA
1481,BIT,AU,Biotron Ltd,Common Stock,Australia,AUD,AU000000BIT4,0.06,2022-08-04,BIT,BIOTRON LIMITED,Australia,AU,Australia
1482,BVXP,LSE,Bioventix,Common Stock,UK,GBX,GB00B4QVDF07,3425,2022-08-03,BVXP,BIOVENTIX PLC,United Kingdom,GB,UK
1483,BTAI,US,BioXcel Therapeutics Inc,Common Stock,USA,USD,US09075P1057,14.91,2022-08-03,BTAI,BIOXCEL THERAPEUTICS INC,United States of America,US,USA
1484,BXN,AU,Bioxyne Ltd,Common Stock,Australia,AUD,AU000000BXN6,0.014,2022-08-04,BXN,BIOXYNE LTD,Australia,AU,Australia
1485,BIREF,US,Birchcliff Energy Ltd.,Common Stock,USA,USD,CA0906971035,7.37,2022-08-03,BIREF,BIRCHCLIFF ENERGY LTD,United States of America,CA,Canada
1486,BGI,US,Birks Group Inc,Common Stock,USA,USD,CA09088U1093,5.13,2022-08-03,BGI,BIRKS GROUP INC,United States of America,CA,Canada
1487,BSOFT,NSE,BIRLASOFT LIMITED,Common Stock,India,INR,INE836A01035,342.35,2022-08-03,BSOFT,BIRLASOFT LTD,India,IN,India
1488,BSOFT,BSE,Birlasoft Ltd,Common Stock,India,INR,INE836A01035,342.6,2022-08-03,BSOFT,BIRLASOFT LTD,India,IN,India
1489,2309,HK,Birmingham Sports Holdings Ltd,Common Stock,Hong Kong,HKD,KYG1132K1159,0.069,2022-08-04,2309,BIRMINGHAM SPORTS HOLDINGS,Hong Kong,KY,Hong Kong
1490,BIS,AU,Bisalloy Steel Group Ltd,Common Stock,Australia,AUD,AU000000BIS6,1.88,2022-08-04,BIS,BISALLOY STEEL GROUP LTD,Australia,AU,Australia
1491,BITF,US,Bitfarms Ltd,Common Stock,USA,USD,CA09173B1076,1.61,2022-08-03,BITF,BITFARMS LTD/CANADA,Canada,CA,Canada
1492,BFCH,US,BitFrontier Capital Holdings Inc,Common Stock,USA,USD,US09174L1044,0.0028,2022-08-03,BFCH,BITFRONTIER CAPITAL HOLDINGS,United States of America,US,USA
1493,BTT,V,Bitterroot Resources Ltd,Common Stock,Canada,CAD,CA0919012074,0.07,2022-08-03,BTT,BITTERROOT RESOURCES LTD,Canada,CA,Canada
1494,BITTI,HE,Bittium Oyj,Common Stock,Finland,EUR,FI0009007264,5.27,2022-08-03,BITTI,BITTIUM OYJ,Finland,FI,Finland
1495,BJ,US,BJs Wholesale Club Holdings Inc,Common Stock,USA,USD,US05550J1016,69.48,2022-08-03,BJ,BJ'S WHOLESALE CLUB HOLDINGS,United States of America,US,USA
1496,BKTI,US,BK Technologies Inc,Common Stock,USA,USD,US05587G1040,2.67,2022-08-03,BKTI,BK TECHNOLOGIES CORP,United States of America,US,USA
1497,BKI,AU,BKI Investment Company Ltd,Common Stock,Australia,AUD,AU000000BKI3,1.74,2022-08-04,BKI,BKI INVESTMENT CO LTD,Australia,AU,Australia
1498,BLKB,US,Blackbaud Inc,Common Stock,USA,USD,US09227Q1004,57.56,2022-08-03,BLKB,BLACKBAUD INC,United States of America,US,USA
1499,BB,TO,BlackBerry Ltd,Common Stock,Canada,CAD,CA09228F1036,8.46,2022-08-03,BB,BLACKBERRY LTD,Germany,CA,Canada
1500,BEM,AU,BlackEarth Minerals NL,Common Stock,Australia,AUD,AU000000BEM8,0.097,2022-08-04,BEM,BLACKEARTH MINERALS NL,Australia,AU,Australia
1501,BL,US,Blackline Inc,Common Stock,USA,USD,US09239B1098,66.93,2022-08-03,BL,BLACKLINE INC,United States of America,US,USA
1502,BLN,TO,Blackline Safety Corp,Common Stock,Canada,CAD,CA0923821007,2.4,2022-08-03,BLN,BLACKLINE SAFETY CORP,Canada,CA,Canada
1503,BKL,AU,Blackmores Ltd,Common Stock,Australia,AUD,AU000000BKL7,77.82,2022-08-04,BKL,BLACKMORES LIMITED,Australia,AU,Australia
1504,BKCC,US,BlackRock Kelso Capital Corporation,Common Stock,USA,USD,US0925331086,3.85,2022-08-03,BKCC,BLACKROCK CAPITAL INVESTMENT,United States of America,US,USA
1505,BHK,US,BlackRock Core Bond Closed Fund,Common Stock,USA,USD,US09249E1010,12.26,2022-08-03,BHK,BLACKROCK CORE BOND TRUST,United States of America,US,USA
1506,BRFI,LSE,BlackRock Frontiers Investment Trust plc,Common Stock,UK,GBX,GB00B3SXM832,128,2022-08-03,BRFI,BLACKROCK FRONTIERS INVEST,United Kingdom,GB,UK
1507,BRGE,LSE,BlackRock Greater Europe Investment Trust plc,Common Stock,UK,GBX,GB00B01RDH75,462,2022-08-03,BRGE,BLACKROCK GREATER EUROPE INV,United Kingdom,GB,UK
1508,BME,US,BlackRock Health Sciences Trust,Common Stock,USA,USD,US09250W1071,44,2022-08-03,BME,BLACKROCK HEALTH SCIENCES,United States of America,US,USA
1509,BLK,US,BlackRock Inc,Common Stock,USA,USD,US09247X1019,690.54,2022-08-03,BLK,BLACKROCK INC,Germany,US,USA
1510,BKT,US,BlackRock Income Closed Fund,FUND,USA,USD,US09247F1003,4.78,2022-08-03,BKT,BLACKROCK INCOME TRUST,United States of America,US,USA
1511,BRLA,LSE,BlackRock Latin American Investment Trust plc,ETF,UK,GBX,GB0005058408,352,2022-08-03,BRLA,BLACKROCK LATIN AMERICAN INV,United Kingdom,GB,UK
1512,MUA,US,BlackRock MuniAssets Closed Fund,FUND,USA,USD,US09254J1025,12.88,2022-08-03,MUA,BLACKROCK MUNIASSETS FUND,United States of America,US,USA
1513,MHD,US,BlackRock MuniHoldings Closed Fund,FUND,USA,USD,US09253N1046,13.53,2022-08-03,MHD,BLACKROCK MUNIHOLDINGS FUND,United States of America,US,USA
1514,MVF,US,MuniVest Fund Inc,FUND,USA,USD,US09253R1059,7.81,2022-08-03,MVF,BLACKROCK MUNIVEST FUND,United States of America,US,USA
1515,MVT,US,BlackRock MuniVest Fund II,FUND,USA,USD,US09253T1016,12.19,2022-08-03,MVT,BLACKROCK MUNIVEST FUND II,United States of America,US,USA
1516,MYD,US,BlackRock MuniYield Fund,FUND,USA,USD,US09253W1045,11.89,2022-08-03,MYD,BLACKROCK MUNIYIELD FUND,United States of America,US,USA
1517,BRSC,LSE,Blackrock Smaller Companies Trust PLC,Common Stock,UK,GBX,GB0006436108,1450,2022-08-03,BRSC,BLACKROCK SMALLER COMPANIES,United Kingdom,GB,UK
1518,THRG,LSE,Throgmorton Trust Plc,Common Stock,UK,GBX,GB0008910555,629,2022-08-03,THRG,BLACKROCK THROGMORTON TRUST,United Kingdom,GB,UK
1519,BRWM,LSE,Blackrock World Mining Trust Plc,Common Stock,UK,GBX,GB0005774855,578,2022-08-03,BRWM,BLACKROCK WORLD MINING TRUST,United Kingdom,GB,UK
1520,BEGI,US,Blackstar Enterprise Group Inc,Common Stock,USA,USD,US09259B1044,0.0033,2022-08-03,BEGI,BLACKSTAR ENTERPRISE GROUP I,United States of America,US,USA
1521,BXMT,US,Blackstone Mortgage Trust Inc,Common Stock,USA,USD,US09257W1009,30.21,2022-08-03,BXMT,BLACKSTONE MORTGAGE TRU-CL A,United States of America,US,USA
1522,BWF,AU,BlackWall Property Funds Ltd,Common Stock,Australia,AUD,AU000000BWF4,0.675,2022-08-04,BWF,BLACKWALL LTD,Australia,AU,Australia
1523,BLTG,LSE,Blancco Technology Group plc,Common Stock,UK,GBX,GB00B06GNN57,195,2022-08-03,BLTG,BLANCCO TECHNOLOGY GROUP PLC,United Kingdom,GB,UK
1524,BLISSGVS,NSE,Bliss GVS Pharma Limited,Common Stock,India,INR,INE416D01022,77.55,2022-08-03,BLISSGVS,BLISS GVS PHARMA LIMITED,India,IN,India
1525,BLISSGVS,BSE,BLISS GVS PHARMA LTD.,Common Stock,India,INR,INE416D01022,77.8,2022-08-03,BLISSGVS,BLISS GVS PHARMA LIMITED,India,IN,India
1526,BLOE,LSE,Block Energy PLC,Common Stock,UK,GBX,GB00BF3TBT48,1.45,2022-08-03,BLOE,BLOCK ENERGY PLC,United Kingdom,GB,UK
1527,HBLK,TO,Blockchain Technologies,Common Stock,Canada,CAD,CA09369T1021,12.29,2022-08-03,HBLK,BLOCKCHAIN TECHNOLOGIES ETF,,CA,Canada
1528,BLPFF,US,BLOK Technologies Inc,Common Stock,USA,USD,CA09370Q1054,0,2022-08-03,BLPFF,BLOK TECHNOLOGIES INC,United States of America,CA,Canada
1529,BE,US,Bloom Energy Corp,Common Stock,USA,USD,US0937121079,21.49,2022-08-03,BE,BLOOM ENERGY CORP- A,United States of America,US,USA
1530,BLMN,US,Bloomin Brands Inc,Common Stock,USA,USD,US0942351083,21.26,2022-08-03,BLMN,BLOOMIN' BRANDS INC,United States of America,US,USA
1531,BMY,LSE,Bloomsbury Publishing Plc,Common Stock,UK,GBX,GB0033147751,419,2022-08-03,BMY,BLOOMSBURY PUBLISHING PLC,United Kingdom,GB,UK
1532,BLXX,US,Blox Inc,Common Stock,USA,USD,US0952261065,0.0003,2022-08-03,BLXX,BLOX INC,United States of America,US,USA
1533,BLS,NSE,BLS International Services Limited,Common Stock,India,INR,INE153T01027,238.2,2022-08-03,BLS,BLS INTERNATIONAL LTD,India,IN,India
1534,BLS,BSE,BLS International Services Ltd,Common Stock,India,INR,INE153T01027,238.45,2022-08-03,BLS,BLS INTERNATIONAL LTD,India,IN,India
1535,BCOR,US,Blucora Inc,Common Stock,USA,USD,US0952291005,21.15,2022-08-03,BCOR,BLUCORA INC,United States of America,US,USA
1536,APRN,US,Blue Apron Holdings Inc,Common Stock,USA,USD,US09523Q2003,3.13,2022-08-03,APRN,BLUE APRON HOLDINGS INC-A,United States of America,US,USA
1537,BLBD,US,Blue Bird Corp,Common Stock,USA,USD,US0953061068,11.44,2022-08-03,BLBD,BLUE BIRD CORP,United States of America,US,USA
1538,B7E,XETRA,Blue Cap AG,Common Stock,Germany,EUR,DE000A0JM2M1,26,2022-08-03,B7E,BLUE CAP AG,Germany,DE,Germany
1539,BCRHF,US,Blue Capital Reinsurance Holdings Ltd,Common Stock,USA,USD,BMG1190F1077,0.11,2022-08-03,BCRHF,BLUE CAPITAL REINSURANCE HOL,United States of America,BM,USA
1540,BLUECOAST,NSE,Blue Coast Hotels Limited,Common Stock,India,INR,INE472B01011,6.85,2022-08-02,BLUECOAST,BLUE COAST HOTELS LTD,India,IN,India
1541,BLUECOAST,BSE,BLUE COAST HOTELS LTD.,Common Stock,India,INR,INE472B01011,6.7,2022-07-11,BLUECOAST,BLUE COAST HOTELS LTD,India,IN,India
1542,BLUEDART,NSE,Blue Dart Express Limited,Common Stock,India,INR,INE233B01017,8952.2,2022-08-03,BLUEDART,BLUE DART EXPRESS LIMITED,India,IN,India
1543,BLUEDART,BSE,BLUE DART EXPRESS LTD.,Common Stock,India,INR,INE233B01017,8947.15,2022-08-03,BLUEDART,BLUE DART EXPRESS LIMITED,India,IN,India
1544,BLDV,US,Blue Diamond Ventures Inc,Common Stock,USA,USD,US09539R1014,0.0009,2022-08-03,BLDV,"BLUE DIAMOND VENTURES, INC.",United States of America,US,USA
1545,BDCO,US,Blue Dolphin Energy Co,Common Stock,USA,USD,US0953953074,1.46,2022-08-03,BDCO,BLUE DOLPHIN ENERGY CO,United States of America,US,USA
1546,BLU,AU,Blue Energy Ltd,Common Stock,Australia,AUD,AU0000044364,0.063,2022-08-04,BLU,BLUE ENERGY LTD,Australia,AU,Australia
1547,BGEM,US,Blue Gem Enterprise,Common Stock,USA,USD,US09548T1060,0.0001,2022-08-02,BGEM,BLUE GEM ENTERPRISE,United States of America,US,USA
1548,BLU,JSE,Blue Label Telecoms Ltd,Common Stock,South Africa,ZAC,ZAE000109088,686,2022-08-03,BLU,BLUE LABEL TELECOMS LTD,South Africa,ZA,South Africa
1549,BLPG,US,Blue Line Protection Group Inc,Common Stock,USA,USD,US09568Q3056,0.25,2022-08-03,BLPG,BLUE LINE PROTECTION GROUP I,United States of America,US,USA
1550,BLP,LSE,Blue Planet Investment Trust PLC,Common Stock,UK,GBX,GB0005327076,12.5,2022-08-03,BLP,BLUE PLANET INVESTMENT TRUST,United Kingdom,GB,UK
1551,BRBS,US,Blue Ridge Bankshares Inc,Common Stock,USA,USD,US0958251052,14.86,2022-08-03,BRBS,BLUE RIDGE BANKSHARES INC,United States of America,US,USA
1552,BRRE,US,Blue Ridge Real Estate Company,Common Stock,USA,USD,US0960053017,9.75,2022-08-03,BRRE,BLUE RIDGE REAL ESTATE CO,United States of America,US,USA
1553,BXR,V,Blue River Resources Ltd,Common Stock,Canada,CAD,CA09605D1015,0.015,2022-08-03,BXR,BLUE RIVER RESOURCES LTD,Canada,CA,Canada
